"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-09-30","NY",25479,,9,,,,605,0,,144,,0,,,,,67,458649,,1000,0,,,,,,,10747313,97960,10747313,97960,,,,,,0,,0
"2020-09-30","OH",4804,4501,21,303,15516,15516,689,103,3288,194,,0,,,,,103,153987,145191,1080,0,,,,,165782,132980,,0,3202629,26865,,,,,,0,3202629,26865
"2020-09-30","OK",1031,,13,,6449,6449,628,83,,245,1116829,10645,,,1116829,,,87199,87199,980,0,3997,,,,98631,73100,,0,1204028,11625,78836,,,,,0,1217581,11965
"2020-09-30","OR",555,,8,,2558,2558,173,20,,53,646092,4057,,,1014964,,17,33291,,297,0,,,,,57551,5538,,0,1072515,8533,,,,,677770,4345,1072515,8533
"2020-09-30","PA",8142,,19,,,,539,0,,,1879127,12366,,,,,66,158967,153924,1153,0,,,,,,130352,3053816,25679,3053816,25679,,,,,2033051,13422,,0
"2020-09-30","PR",661,489,7,172,,,327,0,,62,305972,0,,,395291,,39,24000,24000,199,0,24755,,,,20103,,,0,329972,199,,,,,,0,415664,0
"2020-09-30","RI",1114,,1,,2782,2782,103,8,,7,315853,2511,,,735136,,6,24748,,192,0,,,,,34686,,769822,9594,769822,9594,,,,,340601,2703,,0
"2020-09-30","SC",3378,3186,19,192,9160,9160,729,55,,184,1161156,8376,64219,,1118867,,95,147942,143623,308,0,6958,10494,,,185912,71691,,0,1309098,8684,71177,47058,,,,0,1304779,8504
"2020-09-30","SD",223,,0,,1549,1549,212,38,,,168380,1231,,,,,,22389,,392,0,,,,,28414,18508,,0,269742,2897,,,,,190769,1623,269742,2897
"2020-09-30","TN",2454,2356,34,98,8733,8733,969,61,,280,,0,,,2646321,,124,196139,188505,1528,0,,,,,230401,179322,,0,2876722,23655,,,,,,0,2876722,23655
"2020-09-30","TX",15711,,107,,,,3344,0,,1076,,0,,,,,,748967,748967,5683,0,37113,18094,,,823305,664883,,0,6598829,54244,412969,209959,,,,0,6598829,54244
"2020-09-30","UT",459,,2,,3847,3847,243,40,912,75,746945,6872,,,976024,363,,73042,,906,0,,2081,,1966,80094,55141,,0,1056118,11099,,27011,,15282,819462,8051,1056118,11099
"2020-09-30","VA",3208,2995,21,213,11041,11041,908,63,,190,,0,,,,,104,148271,140614,755,0,9825,3277,,,167677,,2049988,10478,2049988,10478,142594,45793,,,,0,,0
"2020-09-30","VI",20,,0,,,,,0,,,19243,188,,,,,,1318,,0,0,,,,,,1254,,0,20561,188,,,,,20582,200,,0
"2020-09-30","VT",58,58,0,,,,3,0,,,159604,603,,,,,,1756,1752,3,0,,,,,,1606,,0,282735,2177,,,,,161356,606,282735,2177
"2020-09-30","WA",2124,2124,24,,7483,7483,384,6,,91,,0,,,,,26,89739,88438,778,0,,,,,,,1854399,5936,1854399,5936,,,,,,0,,0
"2020-09-30","WI",1337,1327,27,10,7300,7300,683,91,1179,198,1423247,9473,,,,,,129123,122274,2459,0,,,,,,99925,2346977,23113,2346977,23113,,,,,1545521,11792,,0
"2020-09-30","WV",350,347,5,3,,,169,0,,55,,0,,,,,27,15848,15393,156,0,,,,,,11507,,0,555780,3350,17346,,,,,0,555780,3350
"2020-09-30","WY",50,,0,,272,272,24,5,,,95212,490,,,172771,,,5948,5046,127,0,,,,,5602,4791,,0,178373,3687,,,,,100258,588,178373,3687
"2020-09-29","AK",56,56,0,,313,313,49,4,,,,0,,,443163,,7,7785,,122,0,,,,,7606,4324,,0,451056,6265,,,,,,0,451056,6265
"2020-09-29","AL",2517,2378,16,139,17182,17182,773,91,1802,,983163,2872,,,,1014,,153554,136549,571,0,,,,,,64583,,0,1119712,3366,,,58235,,1119712,3366,,0
"2020-09-29","AR",1350,1204,21,146,5354,5354,491,106,,231,927902,9725,,,927902,671,98,82755,80003,706,0,,,,3009,,74440,,0,1007905,10207,,,,10986,,0,1007905,10207
"2020-09-29","AS",0,,0,,,,,0,,,1571,0,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-29","AZ",5632,5365,9,267,22047,22047,540,28,,119,1239906,4164,,,,,64,218184,213622,674,0,,,,,,,,0,2174410,19062,353517,,292560,,1453528,4816,2174410,19062
"2020-09-29","CA",15640,,32,,,,3223,0,,828,,0,,,,,,807425,807425,2162,0,,,,,,,,0,14613545,128693,,,,,,0,14613545,128693
"2020-09-29","CO",2046,1689,2,357,7558,7558,268,28,,,837127,6743,156256,,,,,70025,65115,535,0,11733,,,,,,1341180,14538,1341180,14538,167989,,,,902242,7246,,0
"2020-09-29","CT",4505,3608,2,897,11560,11560,92,0,,,,0,,,1715856,,,57329,54919,182,0,,,,,70668,9310,,0,1788849,28967,,,,,,0,1788849,28967
"2020-09-29","DC",626,,2,,,,93,0,,23,,0,,,,,10,15300,,36,0,,,,,,12115,386396,3348,386396,3348,,,,,214731,1435,,0
"2020-09-29","DE",635,558,1,77,,,64,0,,12,264957,1531,,,,,,20531,19465,142,0,,,,,23257,10599,428230,3259,428230,3259,,,,,285488,1673,,0
"2020-09-29","FL",14313,,106,,44355,44355,2174,252,,,4585548,25178,460024,449702,6530457,,,696171,679513,3209,0,45080,,44075,,906707,,7993421,64222,7993421,64222,505164,,493810,,5276220,28395,7479186,49290
"2020-09-29","GA",6994,,33,,28339,28339,1937,142,5225,,,0,,,,,,316306,316306,1025,0,25045,,,,294652,,,0,2910833,12335,301535,,,,,0,2910833,12335
"2020-09-29","GU",47,,1,,,,26,0,,9,47284,463,,,,,,2443,2443,53,0,3,,,,,1811,,0,49727,516,180,,,,,0,49725,516
"2020-09-29","HI",132,132,0,,819,819,147,3,,44,284211,2765,,,,,12,12382,12203,87,0,,,,,12168,10215,407960,2429,407960,2429,,,,,296414,2852,412790,2449
"2020-09-29","IA",1328,,8,,,,376,0,,97,673912,2598,,55101,,,36,84476,84476,474,0,,,3416,3162,,67477,,0,758388,3072,,,58556,31617,759938,3067,,0
"2020-09-29","ID",460,423,0,37,1832,1832,135,18,454,44,267619,1266,,,,,,40923,37272,422,0,,,,,,21796,,0,304891,1639,,,,,304891,1639,,0
"2020-09-29","IL",8881,8637,23,244,,,1535,0,,363,,0,,,,,151,293490,291001,1362,0,,,,,,,,0,5566276,45624,,,,,,0,5566276,45624
"2020-09-29","IN",3612,3385,21,227,12758,12758,942,104,2541,288,1252289,4317,,,,,94,119066,,744,0,,,,,121800,,,0,2101635,30052,,,,,1371355,5061,2101635,30052
"2020-09-29","KS",637,,0,,2852,2852,270,0,785,88,455280,0,,,,251,29,58629,,0,0,,,,,,,,0,513909,0,,,,,513909,0,,0
"2020-09-29","KY",1170,1159,8,11,5250,5250,589,42,1520,129,,0,,,,,,67856,59544,917,0,,,,,,11792,,0,1362929,69789,55904,27552,,,,0,1362929,69789
"2020-09-29","LA",5490,5308,10,182,,,578,0,,,2140909,17606,,,,,80,166848,165624,533,0,,,,,,149640,,0,2307757,18139,,,,,,0,2306533,18139
"2020-09-29","MA",9423,9210,8,213,12667,12667,444,19,,107,2090555,13674,,,,,27,131584,129243,512,0,,,,,169522,111479,,0,3988224,57005,,,120133,130459,2219798,14124,3988224,57005
"2020-09-29","MD",3946,3802,8,144,15460,15460,344,32,,79,1485999,6780,,120591,,,,124311,124311,431,0,,,11517,,148896,7509,,0,2588690,15083,,,132108,,1610310,7211,2588690,15083
"2020-09-29","ME",141,140,1,1,447,447,8,1,,5,,0,9848,,,,1,5337,4777,37,0,522,,,,5771,4629,,0,418629,4559,10384,,,,,0,418629,4559
"2020-09-29","MI",7072,6751,21,321,,,557,0,,137,,0,,,3481264,,60,136820,123633,1118,0,,,,,172460,95051,,0,3653724,23821,292652,,,,,0,3653724,23821
"2020-09-29","MN",2072,2020,5,52,7633,7633,340,87,2129,120,1308131,7904,,,,,,98447,98447,809,0,,,,,,88380,2017350,14235,2017350,14235,,,,,1406578,8713,,0
"2020-09-29","MO",2086,,22,,,,1219,0,,,1178272,0,73889,,1680422,,,124762,124762,76,0,3728,2863,,,142431,,,0,1826199,13062,77747,10572,75327,,1302958,0,1826199,13062
"2020-09-29","MP",2,2,0,,4,4,,0,,,14776,0,,,,,,70,70,0,0,,,,,,29,,0,14846,0,,,,,14845,0,19835,0
"2020-09-29","MS",2957,2722,36,235,5844,5844,564,0,,138,638843,0,,,,,67,97638,90082,589,0,,,,,,89737,,0,736481,589,38720,55946,,,,0,728519,0
"2020-09-29","MT",177,,3,,709,709,166,11,,,,0,,,,,,12724,,311,0,,,,,,9093,,0,339926,2730,,,,,,0,339926,2730
"2020-09-29","NC",3494,3467,49,27,,,950,0,,287,,0,,,,,,209137,204331,889,0,,,,,,,,0,3016380,13789,,,,,,0,3016380,13789
"2020-09-29","ND",242,,5,,848,848,105,20,204,16,218447,693,8951,,,,,21359,21353,419,0,424,,,,,17511,608385,4463,608385,4463,9375,22,,,239849,1112,631041,4752
"2020-09-29","NE",472,,2,,2301,2301,214,21,,,407979,3681,,,556572,,,44578,,515,0,,,,,53392,33087,,0,611080,4238,,,,,452862,4196,611080,4238
"2020-09-29","NH",439,,0,,738,738,13,1,234,,261971,812,,,,,,8233,,25,0,,,,,,7463,,0,438972,6576,31793,,31078,,270204,837,438972,6576
"2020-09-29","NJ",16113,14326,10,1787,23379,23379,443,41,,101,3362197,0,,,,,34,209636,204563,551,0,,,,,,,,0,3571833,551,,,,,,0,3566304,0
"2020-09-29","NM",875,,2,,3475,3475,80,12,,,,0,,,,,,29157,,172,0,,,,,,16565,,0,914986,5481,,,,,,0,914986,5481
"2020-09-29","NV",1593,,8,,,,446,0,,136,616125,2643,,,,,69,79595,79595,404,0,,,,,,,1017298,7032,1017298,7032,,,,,694709,2878,1045334,4902
"2020-09-29","NY",25470,,2,,,,541,0,,147,,0,,,,,61,457649,,1189,0,,,,,,,10649353,88231,10649353,88231,,,,,,0,,0
"2020-09-29","OH",4783,4480,37,303,15413,15413,672,106,3274,183,,0,,,,,98,152907,144265,1105,0,,,,,164983,131708,,0,3175764,31623,,,,,,0,3175764,31623
"2020-09-29","OK",1018,,11,,6366,6366,618,93,,225,1106184,30709,,,1106184,,,86219,86219,1025,0,3997,,,,97612,71957,,0,1192403,31734,78836,,,,,0,1205616,33062
"2020-09-29","OR",547,,0,,2538,2538,191,42,,44,642035,3365,,,1006764,,19,32994,,174,0,,,,,57218,5490,,0,1063982,5303,,,,,673425,12091,1063982,5303
"2020-09-29","PA",8123,,16,,,,507,0,,,1866761,11270,,,,,63,157814,152868,988,0,,,,,,127829,3028137,26450,3028137,26450,,,,,2019629,12194,,0
"2020-09-29","PR",654,483,6,171,,,353,0,,68,305972,0,,,395291,,33,23801,23801,444,0,24666,,,,20103,,,0,329773,444,,,,,,0,415664,0
"2020-09-29","RI",1113,,3,,2774,2774,103,49,,8,313342,2082,,,725449,,5,24556,,132,0,,,,,34779,,760228,7072,760228,7072,,,,,337898,2214,,0
"2020-09-29","SC",3359,3173,22,186,9105,9105,690,40,,176,1152780,25307,64145,,1110819,,88,147634,143495,1179,0,6914,10284,,,185456,73136,,0,1300414,26486,71059,44877,,,,0,1296275,26353
"2020-09-29","SD",223,,5,,1511,1511,211,23,,,167149,543,,,,,,21997,,259,0,,,,,28033,18090,,0,266845,1786,,,,,189146,802,266845,1786
"2020-09-29","TN",2420,2325,31,95,8672,8672,909,53,,270,,0,,,2624331,,106,194611,187197,879,0,,,,,228736,177945,,0,2853067,12958,,,,,,0,2853067,12958
"2020-09-29","TX",15604,,71,,,,3251,0,,1044,,0,,,,,,743284,743284,4062,0,36957,17806,,,820161,661038,,0,6544585,57998,411712,202842,,,,0,6544585,57998
"2020-09-29","UT",457,,4,,3807,3807,195,50,908,71,740073,5519,,,966157,362,,72136,,694,0,,2003,,1890,78862,54844,,0,1045019,8919,,25547,,14623,811411,6433,1045019,8919
"2020-09-29","VA",3187,2976,15,211,10978,10978,958,62,,202,,0,,,,,113,147516,139961,923,0,9797,3176,,,167223,,2039510,12342,2039510,12342,142332,40550,,,,0,,0
"2020-09-29","VI",20,,1,,,,,0,,,19055,212,,,,,,1318,,1,0,,,,,,1243,,0,20373,213,,,,,20382,215,,0
"2020-09-29","VT",58,58,0,,,,5,0,,,159001,751,,,,,,1753,1749,4,0,,,,,,1601,,0,280558,1295,,,,,160750,755,280558,1295
"2020-09-29","WA",2100,2100,0,,7477,7477,362,22,,75,,0,,,,,43,88961,87686,200,0,,,,,,,1848463,11257,1848463,11257,,,,,,0,,0
"2020-09-29","WI",1310,1300,17,10,7209,7209,646,67,1171,205,1413774,8397,,,,,,126664,119955,2447,0,,,,,,98385,2323864,20928,2323864,20928,,,,,1533729,10764,,0
"2020-09-29","WV",345,342,8,3,,,172,0,,53,,0,,,,,29,15692,15248,180,0,,,,,,11333,,0,552430,3027,17327,,,,,0,552430,3027
"2020-09-29","WY",50,,0,,267,267,22,3,,,94722,360,,,169269,,,5821,4948,67,0,,,,,5417,4702,,0,174686,5236,,,,,99670,411,174686,5236
"2020-09-28","AK",56,56,0,,309,309,43,1,,,,0,,,437017,,14,7663,,114,0,,,,,7487,3771,,0,444791,1922,,,,,,0,444791,1922
"2020-09-28","AL",2501,2364,0,137,17091,17091,753,239,1798,,980291,4606,,,,1012,,152983,136055,662,0,,,,,,64583,,0,1116346,5107,,,58151,,1116346,5107,,0
"2020-09-28","AR",1329,1183,21,146,5248,5248,491,13,,231,918177,56285,,,918177,661,99,82049,79521,807,0,,,,2740,,73573,,0,997698,57071,,,,10349,,0,997698,57071
"2020-09-28","AS",0,,0,,,,,0,,,1571,0,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-28","AZ",5623,5357,0,267,22019,22019,468,4,,115,1235742,5134,,,,,57,217510,212970,273,0,,,,,,,,0,2155348,6529,352876,,292278,,1448712,5389,2155348,6529
"2020-09-28","CA",15608,,21,,,,3160,0,,831,,0,,,,,,805263,805263,2955,0,,,,,,,,0,14484852,151354,,,,,,0,14484852,151354
"2020-09-28","CO",2044,1687,3,357,7530,7530,246,7,,,830384,6082,155928,,,,,69490,64612,411,0,11707,,,,,,1326642,13239,1326642,13239,167635,,,,894996,6457,,0
"2020-09-28","CT",4503,3606,2,897,11560,11560,75,0,,,,0,,,1687300,,,57147,54743,560,0,,,,,70267,9310,,0,1759882,5688,,,,,,0,1759882,5688
"2020-09-28","DC",624,,0,,,,90,0,,27,,0,,,,,15,15264,,14,0,,,,,,12053,383048,1889,383048,1889,,,,,213296,595,,0
"2020-09-28","DE",634,557,1,77,,,60,0,,13,263426,1662,,,,,,20389,19334,129,0,,,,,23154,10577,424971,4249,424971,4249,,,,,283815,1791,,0
"2020-09-28","FL",14207,,5,,44103,44103,2122,73,,,4560370,7493,460024,449702,6485581,,,692962,676712,728,0,45080,,44075,,902486,,7929199,19004,7929199,19004,505164,,493810,,5247825,8206,7429896,15277
"2020-09-28","GA",6961,,15,,28197,28197,1849,18,5194,,,0,,,,,,315281,315281,596,0,25025,,,,293921,,,0,2898498,12229,301453,,,,,0,2898498,12229
"2020-09-28","GU",46,,3,,,,28,0,,10,46821,456,,,,,,2390,2390,36,0,3,,,,,1795,,0,49211,492,180,,,,,0,49209,955
"2020-09-28","HI",132,132,1,,816,816,148,14,,48,281446,1807,,,,,31,12295,12116,98,0,,,,,12078,10155,405531,4280,405531,4280,,,,,293562,1905,410341,4249
"2020-09-28","IA",1320,,6,,,,353,0,,96,671314,327,,54878,,,39,84002,84002,366,0,,,3400,2994,,66327,,0,755316,693,,,58318,30094,756871,691,,0
"2020-09-28","ID",460,423,0,37,1814,1814,135,3,452,44,266353,1868,,,,,,40501,36899,205,0,,,,,,21630,,0,303252,2046,,,,,303252,2046,,0
"2020-09-28","IL",8858,8614,13,244,,,1491,0,,346,,0,,,,,135,292128,289639,1709,0,,,,,,,,0,5520652,41142,,,,,,0,5520652,41142
"2020-09-28","IN",3591,3365,11,226,12654,12654,957,58,2515,299,1247972,6562,,,,,93,118322,,872,0,,,,,120249,,,0,2071583,5102,,,,,1366294,7434,2071583,5102
"2020-09-28","KS",637,,5,,2852,2852,270,36,785,88,455280,9102,,,,251,29,58629,,2037,0,,,,,,,,0,513909,11139,,,,,513909,11139,,0
"2020-09-28","KY",1162,1151,5,11,5208,5208,507,15,1514,106,,0,,,,,,66939,58888,448,0,,,,,,11787,,0,1293140,18452,55839,24598,,,,0,1293140,18452
"2020-09-28","LA",5480,5298,15,182,,,563,0,,,2123303,6229,,,,,83,166315,165091,240,0,,,,,,149640,,0,2289618,6469,,,,,,0,2288394,6469
"2020-09-28","MA",9415,9202,11,213,12648,12648,418,3,,85,2076881,12682,,,,,31,131072,128793,430,0,,,,,168973,111479,,0,3931219,49373,,,119987,129009,2205674,13049,3931219,49373
"2020-09-28","MD",3938,3793,3,145,15428,15428,315,30,,82,1479219,8259,,120591,,,,123880,123880,477,0,,,11517,,148419,7476,,0,2573607,17902,,,132108,,1603099,8736,2573607,17902
"2020-09-28","ME",140,139,0,1,446,446,8,1,,2,,0,9782,,,,0,5300,4755,12,0,521,,,,5749,4599,,0,414070,2143,10317,,,,,0,414070,2143
"2020-09-28","MI",7051,6731,7,320,,,557,0,,137,,0,,,3458288,,51,135702,122735,1329,0,,,,,171615,95051,,0,3629903,51319,292255,,,,,0,3629903,51319
"2020-09-28","MN",2067,2015,7,52,7546,7546,340,53,2111,120,1300227,12449,,,,,,97638,97638,904,0,,,,,,87330,2003115,22015,2003115,22015,,,,,1397865,13353,,0
"2020-09-28","MO",2064,,1,,,,1137,0,,,1178272,3572,,71709,1669272,,,124686,124686,1280,0,,,3618,,140554,,,0,1813137,113818,,,75327,,1302958,4852,1813137,113818
"2020-09-28","MP",2,2,0,,4,4,,0,,,14776,0,,,,,,70,70,0,0,,,,,,29,,0,14846,0,,,,,14845,0,19835,0
"2020-09-28","MS",2921,2695,2,226,5844,5844,601,237,,147,638843,4807,,,,,68,97049,89676,190,0,,,,,,89737,,0,735892,4997,38720,55946,,,,0,728519,5130
"2020-09-28","MT",174,,1,,698,698,158,11,,,,0,,,,,,12413,,306,0,,,,,,8839,,0,337196,6889,,,,,,0,337196,6889
"2020-09-28","NC",3445,3418,4,27,,,897,0,,271,,0,,,,,,208248,203568,868,0,,,,,,,,0,3002591,25913,,,,,,0,3002591,25913
"2020-09-28","ND",237,,3,,828,828,105,13,201,18,217754,860,8935,,,,,20940,20938,259,0,422,,,,,17080,603922,3855,603922,3855,9357,18,,,238737,1119,626289,3981
"2020-09-28","NE",470,,1,,2280,2280,224,1,,,404298,2765,,,552696,,,44063,,467,0,,,,,53031,32824,,0,606842,5306,,,,,448666,3232,606842,5306
"2020-09-28","NH",439,,0,,737,737,16,1,233,,261159,1845,,,,,,8208,,36,0,,,,,,7430,,0,432396,0,31777,,31046,,269367,1881,432396,0
"2020-09-28","NJ",16103,14316,-2,1787,23338,23338,421,11,,91,3362197,52479,,,,,39,209085,204107,619,0,,,,,,,,0,3571282,53098,,,,,,0,3566304,53736
"2020-09-28","NM",873,,3,,3463,3463,76,20,,,,0,,,,,,28985,,141,0,,,,,,16422,,0,909505,4176,,,,,,0,909505,4176
"2020-09-28","NV",1585,,0,,,,451,0,,128,613482,3254,,,,,68,79191,79191,463,0,,,,,,,1010266,2278,1010266,2278,,,,,691831,3758,1040432,6913
"2020-09-28","NY",25468,,12,,,,543,0,,135,,0,,,,,57,456460,,834,0,,,,,,,10561122,52936,10561122,52936,,,,,,0,,0
"2020-09-28","OH",4746,4444,5,302,15307,15307,681,91,3261,197,,0,,,,,101,151802,143281,993,0,,,,,164071,130859,,0,3144141,35868,,,,,,0,3144141,35868
"2020-09-28","OK",1007,,3,,6273,6273,579,21,,223,1075475,0,,,1075475,,,85194,85194,1684,0,3997,,,,94741,70808,,0,1160669,1684,78836,,,,,0,1172554,0
"2020-09-28","OR",547,,1,,2496,2496,199,0,,40,638670,2580,,,1001625,,14,32820,,239,0,,,,,57054,5490,,0,1058679,5312,,,,,661334,0,1058679,5312
"2020-09-28","PA",8107,,1,,,,481,0,,,1855491,10421,,,,,64,156826,151944,676,0,,,,,,128597,3001687,19908,3001687,19908,,,,,2007435,11066,,0
"2020-09-28","PR",648,477,4,171,,,339,0,,69,305972,0,,,395291,,38,23357,23357,660,0,24065,,,,20103,,,0,329329,660,,,,,,0,415664,0
"2020-09-28","RI",1110,,0,,2725,2725,94,0,,8,311260,538,,,718555,,4,24424,,26,0,,,,,34601,,753156,2008,753156,2008,,,,,335684,564,,0
"2020-09-28","SC",3337,3154,11,183,9065,9065,753,22,,172,1127473,20822,63925,,1085933,,108,146455,142449,568,0,6891,10143,,,183989,70430,,0,1273928,21390,70816,42553,,,,0,1269922,21362
"2020-09-28","SD",218,,0,,1488,1488,209,15,,,166606,643,,,,,,21738,,197,0,,,,,27797,17692,,0,265059,1715,,,,,188344,840,265059,1715
"2020-09-28","TN",2389,2296,12,93,8619,8619,832,42,,259,,0,,,2612336,,118,193732,186499,737,0,,,,,227773,176030,,0,2840109,14735,,,,,,0,2840109,14735
"2020-09-28","TX",15533,,11,,,,3201,0,,1056,,0,,,,,,739222,739222,4090,0,36905,17473,,,816290,657407,,0,6486587,16459,411266,194502,,,,0,6486587,16459
"2020-09-28","UT",453,,0,,3757,3757,174,28,895,66,734554,3861,,,958195,361,,71442,,827,0,,1936,,1827,77905,54530,,0,1036100,6272,,24376,,14090,804978,4511,1036100,6272
"2020-09-28","VA",3172,2962,13,210,10916,10916,890,27,,193,,0,,,,,103,146593,139144,449,0,9780,3052,,,166501,,2027168,24039,2027168,24039,142258,36663,,,,0,,0
"2020-09-28","VI",19,,0,,,,,0,,,18843,0,,,,,,1317,,0,0,,,,,,1217,,0,20160,0,,,,,20167,0,,0
"2020-09-28","VT",58,58,0,,,,3,0,,,158250,829,,,,,,1749,1745,3,0,,,,,,1590,,0,279263,7878,,,,,159995,832,279263,7878
"2020-09-28","WA",2100,2100,0,,7455,7455,355,24,,71,,0,,,,,25,88761,87487,328,0,,,,,,,1837206,16583,1837206,16583,,,,,,0,,0
"2020-09-28","WI",1293,1283,2,10,7142,7142,640,47,1162,173,1405377,6159,,,,,,124217,117588,1739,0,,,,,,96727,2302936,23385,2302936,23385,,,,,1522965,7885,,0
"2020-09-28","WV",337,334,3,3,,,168,0,,51,,0,,,,,29,15512,15086,164,0,,,,,,11188,,0,549403,5664,17259,,,,,0,549403,5664
"2020-09-28","WY",50,,0,,264,264,22,2,,,94362,1956,,,164210,,,5754,4897,121,0,,,,,5240,4613,,0,169450,4151,,,,,99259,2268,169450,4151
"2020-09-27","AK",56,56,4,,308,308,43,4,,,,0,,,435171,,14,7549,,110,0,,,,,7411,3502,,0,442869,0,,,,,,0,442869,0
"2020-09-27","AL",2501,2364,0,137,16852,16852,741,0,1791,,975685,5637,,,,1007,,152321,135554,730,0,,,,,,64583,,0,1111239,6307,,,58032,,1111239,6307,,0
"2020-09-27","AR",1308,1160,23,148,5235,5235,452,33,,211,861892,6257,,,861892,661,86,81242,78735,487,0,,,,2710,,72602,,0,940627,6732,,,,10266,,0,940627,6732
"2020-09-27","AS",0,,0,,,,,0,,,1571,0,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-27","AZ",5623,5356,1,267,22015,22015,483,10,,116,1230608,8757,,,,,59,217237,212715,411,0,,,,,,,,0,2148819,8893,351862,,291300,,1443323,9096,2148819,8893
"2020-09-27","CA",15587,,55,,,,3129,0,,892,,0,,,,,,802308,802308,4071,0,,,,,,,,0,14333498,150768,,,,,,0,14333498,150768
"2020-09-27","CO",2041,1685,1,356,7523,7523,263,3,,,824302,9970,155723,,,,,69079,64237,569,0,11693,,,,,,1313403,17748,1313403,17748,167416,,,,888539,10518,,0
"2020-09-27","CT",4501,3604,0,897,11560,11560,76,0,,,,0,,,1681723,,,56587,54216,0,0,,,,,70158,9310,,0,1754194,7854,,,,,,0,1754194,7854
"2020-09-27","DC",624,,0,,,,96,0,,29,,0,,,,,17,15250,,35,0,,,,,,12037,381159,3180,381159,3180,,,,,212701,1102,,0
"2020-09-27","DE",633,556,0,77,,,60,0,,16,261764,1521,,,,,,20260,19207,104,0,,,,,23043,10557,420722,5109,420722,5109,,,,,282024,1625,,0
"2020-09-27","FL",14202,,12,,44030,44030,2103,66,,,4552877,16552,460024,449702,6471344,,,692234,676033,1847,0,45080,,44075,,901475,,7910195,45268,7910195,45268,505164,,493810,,5239619,18402,7414619,30689
"2020-09-27","GA",6946,,32,,28179,28179,1868,26,5187,,,0,,,,,,314685,314685,812,0,24959,,,,293203,,,0,2886269,13914,301039,,,,,0,2886269,13914
"2020-09-27","GU",43,,0,,,,30,0,,9,46365,0,,,,,,2354,2354,0,0,3,,,,,1668,,0,48719,0,179,,,,,0,48254,0
"2020-09-27","HI",131,131,4,,802,802,150,15,,48,279639,1563,,,,,31,12197,12018,127,0,,,,,11979,10126,401251,4255,401251,4255,,,,,291657,1690,406092,4082
"2020-09-27","IA",1314,,3,,,,343,0,,89,670987,3033,,54862,,,34,83636,83636,692,0,,,3396,2792,,65838,,0,754623,3725,,,58298,26254,756180,3731,,0
"2020-09-27","ID",460,423,2,37,1811,1811,135,16,451,44,264485,2065,,,,,,40296,36721,539,0,,,,,,21468,,0,301206,2554,,,,,301206,2554,,0
"2020-09-27","IL",8845,8601,13,244,,,1486,0,,350,,0,,,,,144,290419,287930,1604,0,,,,,,,,0,5479510,50822,,,,,,0,5479510,50822
"2020-09-27","IN",3580,3354,3,226,12596,12596,910,75,2511,282,1241410,7569,,,,,92,117450,,901,0,,,,,119892,,,0,2066481,7516,,,,,1358860,8470,2066481,7516
"2020-09-27","KS",632,,0,,2816,2816,343,0,768,121,446178,0,,,,250,34,56592,,0,0,,,,,,,,0,502770,0,,,,,502770,0,,0
"2020-09-27","KY",1157,1147,3,10,5193,5193,538,0,1511,129,,0,,,,,,66491,58501,455,0,,,,,,11750,,0,1274688,0,55724,24514,,,,0,1274688,0
"2020-09-27","LA",5465,5283,21,182,,,557,0,,,2117074,26161,,,,,85,166075,164851,923,0,,,,,,149640,,0,2283149,27084,,,,,,0,2281925,27084
"2020-09-27","MA",9404,9191,13,213,12645,12645,408,8,,79,2064199,17471,,,,,27,130642,128426,592,0,,,,,168544,111479,,0,3881846,101826,,,119935,126585,2192625,18065,3881846,101826
"2020-09-27","MD",3935,3790,10,145,15398,15398,328,16,,90,1470960,9632,,120591,,,,123403,123403,431,0,,,11517,,147832,7463,,0,2555705,30047,,,132108,,1594363,10063,2555705,30047
"2020-09-27","ME",140,139,0,1,445,445,11,2,,2,,0,9777,,,,0,5288,4741,28,0,521,,,,5736,4567,,0,411927,8326,10312,,,,,0,411927,8326
"2020-09-27","MI",7044,6723,0,321,,,558,0,,139,,0,,,3408684,,52,134373,121427,0,0,,,,,169900,95051,,0,3578584,0,291180,,,,,0,3578584,0
"2020-09-27","MN",2060,2008,4,52,7493,7493,340,50,2095,120,1287778,14755,,,,,,96734,96734,1075,0,,,,,,86252,1981100,26385,1981100,26385,,,,,1384512,15830,,0
